Item#,Word,Class,Known_proportion,AuditoryStrengthMean,GustatoryStrengthMean,HapticStrengthMean,OlfactoryStrengthMean,VisualStrengthMean,AuditoryStrengthSD,GustatoryStrengthSD,HapticStrengthSD,OlfactoryStrengthSD,VisualStrengthSD,DominantModality,ModalityExclusivity,MaxStrength
578,orangey,Adjective,1,0.380952381,4.3333333333,1.5714285714,3.7619047619,4.2380952381,1.0712698295,1.0645812948,1.6903085095,1.445847914,1.135991281,Gustatory,0.2766666667,4.3333333333
579,orderly,Noun,0.8235294118,1.4666666667,0.1333333333,1,0.1428571429,3.0666666667,1.4573295865,0.3518657753,1,0.3631365196,1.5796322658,Visual,0.5049180328,3.0666666667
580,origin,Noun,1,2.0588235294,0.3529411765,0.4117647059,0.6470588235,2.4705882353,1.5996323107,0.9963167462,1.0641207362,1.221739358,1.5857824196,Visual,0.3564356436,2.4705882353
581,oval,Adjective,1,0.0476190476,0.2857142857,3.9523809524,0.1904761905,4.619047619,0.2182178902,0.7837638128,0.8646496676,0.6796357568,0.8047478162,Visual,0.502617801,4.619047619
582,owner,Noun,1,2.4705882353,0,1.3529411765,0.6470588235,3.8823529412,1.9402850003,0,1.6560939161,1.1694644325,1.2187264327,Visual,0.4647887324,3.8823529412
583,painful,Adjective,1,3.3333333333,0.8095238095,4.619047619,0.7619047619,3.8571428571,1.6227548593,1.4006801069,0.9734572654,1.4108423691,1.4589624493,Haptic,0.2882562278,4.619047619
584,paint,Noun,1,0.4705882353,0.4705882353,2.8235294118,3.8823529412,4.5882352941,1.0675700831,1.2805100087,1.3339459377,1.3639259942,0.7122871199,Visual,0.3365384615,4.5882352941
585,pair,Noun,1,1.5882352941,0.1764705882,2.2352941176,0.0588235294,4.2352941176,1.7698454569,0.5285941399,1.6019289843,0.242535625,1.2514697242,Visual,0.5035460993,4.2352941176
586,palatable,Adjective,0.8095238095,0.2352941176,4.8235294118,0.7647058824,3.6470588235,3.4705882353,0.5622957145,0.392952624,0.9701425001,1.2718675477,1.178857872,Gustatory,0.3545454545,4.8235294118
587,pale,Adjective,1,0.2380952381,0.3333333333,0.2857142857,0.0952380952,4.9523809524,0.624880941,1.0645812948,0.6436503043,0.4364357805,0.2182178902,Visual,0.8225806452,4.9523809524
588,paper,Noun,0.9411764706,1.5625,0.5625,4,1.5625,4.4117647059,1.3647344064,1.4127396552,1.17260394,1.5041608956,0.9393364366,Visual,0.3181403829,4.4117647059
589,past,Noun,1,2.2941176471,0.6470588235,0.5882352941,0.8235294118,2.1764705882,1.4901638283,1.1694644325,1.0036697371,1.2862393886,1.5506165757,Auditory,0.2612612613,2.2941176471
590,pat,Noun,1,2.1176470588,0.1176470588,4.2941176471,0.0588235294,3.0588235294,1.7278003697,0.4850712501,0.8488746876,0.242535625,1.8530578861,Haptic,0.4390243902,4.2941176471
591,patterned,Adjective,1,0.3333333333,0.0476190476,1.7142857143,0.0952380952,4.9047619048,1.1547005384,0.2182178902,1.4192553379,0.4364357805,0.3007926038,Visual,0.6845637584,4.9047619048
592,peachy,Adjective,1,0.0476190476,3.619047619,2.1428571429,3.0476190476,3.2380952381,0.2182178902,1.5321941938,1.930950913,1.5961262631,1.7001400503,Gustatory,0.2952755906,3.619047619
593,pear,Mixed,1,0.5161290323,4.4516129032,3.2580645161,2.6451612903,3.8387096774,1.0915117267,1.1206756794,1.413453028,1.5821585908,1.1574907975,Gustatory,0.2675438596,4.4516129032
594,peck,Mixed,1,1.7419354839,0,3.6129032258,0,3.064516129,1.5909691373,0,1.5204696501,0,1.2893275733,Haptic,0.4291187739,3.6129032258
595,peep,Mixed,0.9677419355,0.7333333333,0,0.2,0,3.6666666667,1.4367908046,0,0.8051557999,0,1.6259391627,Visual,0.7971014493,3.6666666667
596,peppery,Adjective,1,0.0952380952,4.9523809524,0.3333333333,3.5238095238,2.6666666667,0.4364357805,0.2182178902,0.6582805886,1.2497618821,1.3540064008,Gustatory,0.4197530864,4.9523809524
597,perfumed,Adjective,1,0.0952380952,2.2857142857,0.1904761905,4.9047619048,0.4761904762,0.4364357805,1.45405836,0.6015852075,0.4364357805,0.9283882603,Olfactory,0.6047904192,4.9047619048
598,permission,Noun,1,2.7647058824,0.2352941176,0.6470588235,0.2941176471,2.1176470588,1.8884322785,0.9701425001,1.3200935796,0.9851843661,1.6156404667,Auditory,0.4174757282,2.7647058824
599,personnel,Noun,1,1.7058823529,0.1176470588,0.8823529412,0.4117647059,2.9411764706,1.5315313367,0.3321055821,1.1663164741,0.8702602721,1.5996323107,Visual,0.4660194175,2.9411764706
600,petite,Adjective,1,0.2857142857,0,2.7142857143,0,4.5238095238,0.9023778113,0,1.6775832958,0,1.123345344,Visual,0.6012658228,4.5238095238
601,philosophy,Noun,1,3.4117647059,0,0.2352941176,0.0588235294,1.6470588235,1.7341721198,0,0.5622957145,0.242535625,1.6560939161,Auditory,0.6373626374,3.4117647059
602,phone,Noun,1,4.3529411765,0,3,0.0588235294,4.2352941176,1.3200935796,0,1.5811388301,0.242535625,0.8313702368,Auditory,0.3737373737,4.3529411765
603,picture,Noun,1,0.2352941176,0.1176470588,1.5294117647,0.2352941176,4.7647058824,0.5622957145,0.3321055821,1.2805100087,0.5622957145,0.4372373161,Visual,0.6752136752,4.7647058824
604,piece,Noun,0.9411764706,1.125,1.6875,3,0.9375,3.9375,1.3102162671,1.9568256608,1.4605934867,1.5692354826,1.062622542,Visual,0.2807017544,3.9375
605,pink,Adjective,1,0.1428571429,0.3333333333,0.3333333333,0.1904761905,4.4761904762,0.3585685828,0.7958224258,0.7958224258,0.6796357568,1.2090925365,Visual,0.7913043478,4.4761904762
606,pint,Mixed,1,0.4838709677,3.2580645161,2.2903225806,2.2580645161,3.8064516129,0.8896054459,1.965837259,1.5746650096,1.9316269815,1.2759141779,Visual,0.2746666667,3.8064516129
607,plain,Adjective,1,0.5714285714,3.2380952381,1.1904761905,1.0952380952,4.2857142857,1.247855303,1.6402671095,1.4359334114,1.1791845447,1.0555973258,Visual,0.3577981651,4.2857142857
608,plan,Noun,0.9411764706,3.6470588235,0.1875,1.0588235294,0.1176470588,3.4117647059,1.5788119137,0.5439056291,1.2976222599,0.3321055821,1.4602578338,Auditory,0.4190309908,3.6470588235
609,plane,Noun,1,4.2941176471,0.4117647059,2.5294117647,0.9411764706,4.5294117647,0.7717436331,1.0641207362,2.0036730977,1.0880365478,0.717430054,Visual,0.3240740741,4.5294117647
610,plastic,Adjective,1,1.4761904762,0.9523809524,4.2857142857,1.619047619,4.3333333333,1.2090925365,1.3955712263,0.8451542547,1.2440333788,1.0165300455,Visual,0.2669172932,4.3333333333
611,platform,Noun,0.9411764706,1.0588235294,0,2.0588235294,0.25,4.1764705882,1.2485285457,0,1.8530578861,0.4472135955,0.9510056597,Visual,0.5536062378,4.1764705882
612,plead,Mixed,0.935483871,3.6551724138,0,0.5172413793,0,3.1034482759,1.4705650534,0,0.9494618647,0,1.3186797398,Auditory,0.5023696682,3.6551724138
613,plug,Noun,1,0.8235294118,0.1176470588,3.2352941176,0.2352941176,4.4117647059,0.9510056597,0.3321055821,1.2514697242,0.5622957145,0.6183469424,Visual,0.4866666667,4.4117647059
614,poet,Noun,1,3.7647058824,0,0.7647058824,0.4117647059,3.0588235294,1.7863864281,0,1.347655917,1.0641207362,1.5996323107,Auditory,0.4705882353,3.7647058824
615,poetry,Noun,1,4.3529411765,0.0588235294,0.5882352941,0.1176470588,3.0588235294,0.785905248,0.242535625,0.9393364366,0.3321055821,1.8190171878,Auditory,0.5251798561,4.3529411765
616,polished,Adjective,1,0.4285714286,0,3.4761904762,1.8571428571,4.6666666667,1.2071217242,0,1.3645163106,1.3147514703,0.5773502692,Visual,0.4474885845,4.6666666667
617,popping,Adjective,1,4.1904761905,0.4761904762,1.5714285714,0.4761904762,3.5238095238,1.123345344,1.0779168622,1.3255726525,1.0779168622,1.4006801069,Auditory,0.3627906977,4.1904761905
618,portion,Noun,1,0.6470588235,1.7647058824,2.4117647059,1.4117647059,4,0.8617697249,1.200490096,1.2277430273,1.5024489812,1,Visual,0.3275862069,4
619,portly,Adjective,0.5238095238,0.3333333333,0.8333333333,2.25,0.9166666667,4,0.6513389473,1.5859229222,1.3568010506,1.621353718,1.5954480704,Visual,0.44,4
620,pound,Noun,1,1.2352941176,0.4117647059,3.6470588235,0.4117647059,4.3529411765,1.5624264689,0.7122871199,1.3666188418,0.6183469424,0.9963167462,Visual,0.3918128655,4.3529411765
621,powder,Noun,0.9411764706,0.8125,2.375,3.75,2.75,4.0625,1.1086778913,1.7464249197,0.9309493363,1.4832396974,0.6800735254,Visual,0.2363636364,4.0625
622,preparation,Noun,0.9411764706,1.8125,0.9375,1.625,1.625,3.0625,1.1086778913,1.2365947868,1.4548768562,1.6683325008,0.997914492,Visual,0.2344827586,3.0625
623,president,Noun,1,3.4117647059,0,0.6470588235,0.3529411765,3.7647058824,2.0018373913,0,1.4116115113,0.8617697249,1.6781467369,Visual,0.4604316547,3.7647058824
624,pressure,Noun,1,2.7647058824,0.0588235294,2.7058823529,0.0588235294,3.2941176471,1.7149858514,0.242535625,2.0544070277,0.242535625,1.6494205756,Visual,0.3642384106,3.2941176471
625,prickly,Adjective,1,1.1904761905,0.9523809524,4.9047619048,0.2857142857,4.1428571429,1.4359334114,1.1169686869,0.3007926038,0.9561828875,1.5259657364,Haptic,0.4024896266,4.9047619048
626,pride,Noun,1,2.8823529412,0.0588235294,0.7058823529,0.1176470588,3.2352941176,2.0273860307,0.242535625,1.3117119483,0.4850712501,1.30045241,Visual,0.4537815126,3.2352941176
627,primary,Noun,1,1.1764705882,0.4117647059,0.4705882353,0.5294117647,2.3529411765,1.1850788011,0.7122871199,0.6242642728,0.8744746322,1.4975470139,Visual,0.3928571429,2.3529411765
628,prince,Noun,1,3,0,1,0.5294117647,3.7647058824,2.0310096012,0,1.767766953,1.2307338796,1.7510501051,Visual,0.4539007092,3.7647058824
629,prize,Noun,1,1.6470588235,0.7647058824,2.6470588235,0.7647058824,4,1.4552137502,1.0325582166,1.4552137502,1.0325582166,0.9354143467,Visual,0.3293413174,4
630,problem,Noun,0.9411764706,3.5294117647,0.2941176471,1.375,0.5882352941,3.4117647059,1.6999134926,0.8488746876,1.7078251277,1.4168108346,1.5024489812,Auditory,0.3517186251,3.5294117647
631,production,Noun,1,1.5294117647,1.1764705882,1.5294117647,1.2352941176,3.2352941176,1.3746657348,1.2366938848,1.545867356,1.2514697242,1.2514697242,Visual,0.2364864865,3.2352941176
632,promotion,Noun,1,3.4117647059,0.2352941176,0.8823529412,0.2352941176,3,1.4168108346,0.7524469886,1.317305628,0.7524469886,1.8027756377,Auditory,0.4090909091,3.4117647059
633,proof,Noun,1,3.3529411765,1.1176470588,2.0588235294,1.3529411765,3.8823529412,1.868862504,1.7986923355,2.0757705869,1.9666334328,1.6538724611,Visual,0.235,3.8823529412
634,property,Noun,1,0.7647058824,0.4705882353,1.8823529412,0.9411764706,4.0588235294,0.9701425001,0.9432422183,1.5363248737,1.0880365478,1.3449251018,Visual,0.4420289855,4.0588235294
635,proportion,Noun,1,1.4117647059,1,2.3529411765,0.7647058824,3.7647058824,1.3256518929,1.2247448714,1.4975470139,1.0325582166,1.30045241,Visual,0.3227848101,3.7647058824
636,provision,Noun,0.9411764706,0.9375,0.75,1,0.5,2.3529411765,1.5692354826,1.1832159566,1.5055453054,1.2110601416,1.6560939161,Visual,0.3344392833,2.3529411765
637,public,Noun,1,3.8235294118,0,2.0588235294,1.1176470588,4.4705882353,1.2366938848,0,1.8864844366,1.0537049481,1.178857872,Visual,0.3897435897,4.4705882353
638,puffy,Adjective,1,0.8095238095,0.5714285714,3.5714285714,0.4285714286,4.1428571429,1.123345344,1.2071217242,1.4687215043,1.247855303,0.9102589898,Visual,0.39,4.1428571429
639,pulsing,Adjective,1,3.4285714286,0.0476190476,4.4761904762,0.1904761905,4.1428571429,1.4687215043,0.2182178902,0.8728715609,0.8728715609,1.2761549391,Haptic,0.3604651163,4.4761904762
640,pungent,Adjective,0.9047619048,0.2105263158,2.2105263158,0.3157894737,4.8421052632,1.5263157895,0.535303379,1.7184924714,0.8200698872,0.5014598571,1.5043795714,Olfactory,0.5086705202,4.8421052632
641,puny,Adjective,0.8095238095,0.6470588235,0.4117647059,2.6470588235,0.2941176471,4.4705882353,1.0571882797,0.8702602721,1.7299268941,0.7717436331,0.7998161553,Visual,0.4930555556,4.4705882353
642,pupil,Noun,0.9411764706,2,0.0588235294,1.2941176471,0.6470588235,3.5294117647,1.8973665961,0.242535625,1.6868871436,1.221739358,1.178857872,Visual,0.4609375,3.5294117647
643,purple,Adjective,1,0.1904761905,0.1428571429,0.0476190476,0.0952380952,5,0.6015852075,0.4780914437,0.2182178902,0.4364357805,0,Visual,0.9043478261,5
644,purpose,Noun,0.8823529412,2.5625,0.0666666667,1.0625,0.25,2.4375,1.7876893839,0.2581988897,1.3400870618,0.5773502692,2.0966242709,Auditory,0.3912475506,2.5625
645,purring,Adjective,1,4.8571428571,0.0476190476,0.8571428571,0.0952380952,2.2380952381,0.3585685828,0.2182178902,1.1084094138,0.3007926038,1.4108423691,Auditory,0.5941176471,4.8571428571
646,putrid,Adjective,0.9047619048,0.3684210526,3.3157894737,0.6315789474,3.8947368421,2.4210526316,0.6839855681,1.8273426845,1.0116282978,1.448935887,1.6771599498,Olfactory,0.3316831683,3.8947368421
647,quality,Noun,1,3.0588235294,3.4117647059,4.0588235294,3.1176470588,4.2941176471,1.8530578861,1.6224527547,1.0880365478,1.7278003697,0.8488746876,Visual,0.068852459,4.2941176471
648,quantity,Noun,1,2,0.4117647059,3,0.3529411765,4.4117647059,1.7320508076,1.0641207362,1.6955824958,0.785905248,1.1213175024,Visual,0.3988439306,4.4117647059
649,quarrel,Noun,1,4.6470588235,0,0.7058823529,0,3.9411764706,0.7018882096,0,1.1048023512,0,1.2976222599,Auditory,0.5,4.6470588235
650,quay,Mixed,0.6129032258,1.5263157895,0.1052631579,0.7368421053,1.2105263158,3.6315789474,1.5408663167,0.3153017676,0.9911892556,1.3975751766,1.3000224919,Visual,0.4890510949,3.6315789474
651,question,Noun,1,4.7058823529,0,0.1176470588,0,2.7058823529,0.6859943406,0,0.4850712501,0,1.9926334925,Auditory,0.625,4.7058823529
652,quick,Noun,1,2.2941176471,0.0588235294,1.7058823529,0.2352941176,3.8823529412,1.862951485,0.242535625,1.7945997424,0.5622957145,1.7636025963,Visual,0.4676258993,3.8823529412
653,quiet,Adjective,1,4.9523809524,0.0476190476,0.0952380952,0.0952380952,2.0952380952,0.2182178902,0.2182178902,0.4364357805,0.3007926038,1.3749458864,Auditory,0.6732026144,4.9523809524
654,race,Noun,1,2.5882352941,0.0588235294,1.6470588235,0.2352941176,4.5882352941,1.9383892646,0.242535625,1.9666334328,0.5622957145,0.8702602721,Visual,0.4967741935,4.5882352941
655,radiant,Adjective,1,1.2857142857,0.4285714286,0.8095238095,1,4.380952381,1.3469542362,1.0757057484,1.0304876331,1.4491376746,1.3219754338,Visual,0.5,4.380952381
656,rake,Mixed,0.8387096774,2.0769230769,0,3.1153846154,0.0769230769,4,1.5211331808,0,1.3950461807,0.2717464882,1.2328828006,Visual,0.4315352697,4
657,ranch ,Mixed,0.7741935484,1.4090909091,0.4583333333,0.75,1.25,3.6666666667,1.7904266826,0.9770927003,1.5108304656,1.2597446256,1.659404468,Visual,0.4258421317,3.6666666667
658,rancid,Adjective,1,0.8571428571,3.2380952381,1.5714285714,4.1904761905,3.0952380952,1.4589624493,1.7861904127,1.6300744944,1.2497618821,1.8139669761,Olfactory,0.2573529412,4.1904761905
659,raspy,Adjective,0.8095238095,3.6470588235,0.5294117647,1.1764705882,0.6470588235,2,1.6934128436,1.0073261053,1.5097720903,1.3200935796,1.6201851746,Auditory,0.3897058824,3.6470588235
660,rate,Mixed,0.8387096774,2.1153846154,0.1923076923,0.7307692308,0.1923076923,2.5,1.6811168449,0.5670436152,1.2824255864,0.5670436152,1.476482306,Visual,0.4026845638,2.5
661,raucous,Adjective,0.619047619,4.5384615385,0.2307692308,0.1538461538,0.3076923077,3.2307692308,1.3913653136,0.5991446895,0.5547001962,0.7510676162,1.6408253083,Auditory,0.5181818182,4.5384615385
662,recall,Noun,0.9411764706,2.9411764706,1.5625,1.7647058824,2,3.1176470588,1.7128407776,1.6720745597,1.7863864281,1.9039432765,1.9000773978,Visual,0.1365837908,3.1176470588
663,recognition,Noun,0.9411764706,3.9375,1.9375,2.625,2.5,4.2352941176,1.1236102527,1.8062391868,1.8929694486,2.1602468995,1.200490096,Visual,0.1508204633,4.2352941176
664,rectangular,Adjective,1,0,0.0952380952,3.9523809524,0,4.8095238095,0,0.4364357805,1.1608699529,0,0.6796357568,Visual,0.5430107527,4.8095238095
665,red,Adjective,0.9523809524,0.1904761905,0.2857142857,0.0952380952,0.2857142857,4.7142857143,0.6015852075,0.7837638128,0.4364357805,0.7837638128,1.10194633,Visual,0.8290598291,4.7142857143
666,reddish,Adjective,0.9523809524,0.1,0.2,0.15,0.2,4.7,0.3077935056,0.6155870113,0.4893604849,0.6155870113,0.6569466853,Visual,0.8598130841,4.7
667,reduction,Noun,1,2.0588235294,0.7647058824,1.7647058824,0.6470588235,3.5294117647,1.7843271924,1.200490096,2.0164762509,0.9963167462,1.5048939771,Visual,0.3288590604,3.5294117647
668,reeking,Adjective,0.9047619048,0.1052631579,2.0526315789,0.1578947368,4.9473684211,1.3684210526,0.3153017676,1.7471781761,0.5014598571,0.2294157339,1.3000224919,Olfactory,0.5609756098,4.9473684211
669,reflection,Noun,1,0.2352941176,0,0.4705882353,0.1764705882,4.6470588235,0.5622957145,0,0.717430054,0.5285941399,1.0571882797,Visual,0.8404255319,4.6470588235
670,refrigerator,Noun,1,1.8823529412,1.2352941176,2.4705882353,2.2941176471,4.4117647059,1.3639259942,1.6019289843,1.2805100087,1.4901638283,0.7122871199,Visual,0.2583732057,4.4117647059
671,relation,Noun,1,2.0588235294,0.2941176471,1.4117647059,0.8823529412,3.4117647059,1.6759545129,0.8488746876,1.3719886811,1.1663164741,1.7698454569,Visual,0.3868613139,3.4117647059
672,rent,Noun,1,1.7647058824,0,1.1764705882,0,2.9411764706,2.0472363006,0,1.5506165757,0,1.5996323107,Visual,0.5,2.9411764706
673,republic,Noun,0.8235294118,0.5333333333,0.0666666667,0.2666666667,0.0666666667,1.7857142857,0.6399404734,0.2581988897,0.4577377082,0.2581988897,1.1883130531,Visual,0.6322241681,1.7857142857
674,requirement,Noun,0.8823529412,2.625,0.75,0.8125,0.6,3.3125,1.6278820596,1.4832396974,1.4244882122,1.0555973258,1.5370426149,Visual,0.3348765432,3.3125
675,resistance,Noun,0.9411764706,2.3125,0.125,2.8125,0.3125,3.625,1.7783419244,0.3415650255,1.9050371825,0.7041543391,1.3601470509,Visual,0.380952381,3.625
676,resounding,Adjective,0.8571428571,3.8333333333,0.0555555556,0.4444444444,0.0555555556,1.8333333333,1.5434872663,0.2357022604,0.8555852639,0.2357022604,1.6890651783,Auditory,0.6071428571,3.8333333333
677,reverberating,Adjective,0.619047619,3.3076923077,0,2.3076923077,0,2.1538461538,1.4935759876,0,2.056883378,0,1.4632243987,Auditory,0.4257425743,3.3076923077
678,rhyme ,Mixed,1,4.6774193548,0,0.0322580645,0,1.8387096774,0.6525384675,0,0.179605302,0,1.5512741901,Auditory,0.7142857143,4.6774193548
679,rhythmic,Adjective,1,4.619047619,0,1.3333333333,0.0952380952,2.4761904762,0.6690433825,0,1.7701224063,0.3007926038,1.5039630188,Auditory,0.5418994413,4.619047619
680,rifle,Noun,0.9411764706,4.125,0.125,3.25,1.375,4,0.8850612032,0.3415650255,1.6124515497,1.3601470509,1.1547005384,Auditory,0.3106796117,4.125
681,ripe,Adjective,1,0.0952380952,4.5238095238,3.380952381,3.6666666667,4.1428571429,0.3007926038,0.6796357568,1.4992061391,1.1547005384,0.9636241117,Gustatory,0.2801204819,4.5238095238
682,rippled,Adjective,0.9523809524,2,0.5,3.9,0.25,4.25,1.8637822326,1.1470786694,1.2523661815,0.7863975157,1.0699237553,Visual,0.3669724771,4.25
683,rippling,Adjective,0.9047619048,3,0.8947368421,3.4736842105,0.3684210526,4.6315789474,1.6666666667,1.448935887,1.5043795714,0.8950807733,0.5972647204,Visual,0.3446808511,4.6315789474
684,rise,Noun,1,1.5294117647,0.2941176471,2.4705882353,0.5294117647,4.1176470588,1.1245914291,0.5878675321,1.6999134926,0.7998161553,0.696630546,Visual,0.4276315789,4.1176470588
685,roasted,Adjective,1,1.3333333333,4.4285714286,1.7619047619,3.8571428571,4.1904761905,1.7416467303,0.6761234038,1.8139669761,1.2761549391,1.0304876331,Gustatory,0.1987767584,4.4285714286
686,roasting,Adjective,1,1.4761904762,3.3333333333,2.3333333333,3.8095238095,4.0476190476,1.5368489717,1.6227548593,2.0816659995,1.3273676062,1.0235326314,Visual,0.1714285714,4.0476190476
687,rock,Noun,1,1.6470588235,0.0588235294,4.1764705882,0.2941176471,4.3529411765,1.4116115113,0.242535625,0.8828430012,0.5878675321,0.785905248,Visual,0.4078212291,4.3529411765
688,role,Noun,1,1.8823529412,0.0588235294,0.4705882353,0.2352941176,2.5882352941,1.5363248737,0.242535625,0.9432422183,0.4372373161,1.4602578338,Visual,0.4831460674,2.5882352941
689,roof,Noun,1,0.5294117647,0.0588235294,1.9411764706,0.1764705882,4.4705882353,0.9432422183,0.242535625,1.2976222599,0.392952624,0.7998161553,Visual,0.6147540984,4.4705882353
690,rotten,Adjective,1,0.1904761905,3.2857142857,2.5714285714,3.9523809524,4.0952380952,0.4023739081,1.978455386,1.6300744944,1.6271505916,0.9952267031,Visual,0.277027027,4.0952380952
691,rotund,Adjective,0.4761904762,0.2,0.1,2.7,0,3.9,0.632455532,0.316227766,1.7029386366,0,1.4491376746,Visual,0.5652173913,3.9
692,rough,Adjective,1,2.2857142857,1.619047619,4.9047619048,0.7142857143,4.0476190476,1.792842914,1.6575943556,0.3007926038,1.45405836,0.8646496676,Haptic,0.3087719298,4.9047619048
693,round,Adjective,1,0.2380952381,0.1904761905,4.380952381,0,4.4761904762,0.5389584311,0.5117663157,1.0235326314,0,0.9807674352,Visual,0.4820512821,4.4761904762
694,route,Noun,0.9411764706,1.1176470588,0.25,1.3529411765,0.5,3.8235294118,0.9275204136,0.5773502692,1.4552137502,0.7302967433,1.1850788011,Visual,0.5073068894,3.8235294118
695,rubbery,Adjective,1,1.1428571429,2.1428571429,4.5,2.1428571429,3.619047619,1.3887301497,1.6212869668,0.8885233166,1.7968225924,1.3219754338,Haptic,0.2478031634,4.5
696,rumbling,Adjective,1,4.2380952381,0.2,1.6666666667,0.2380952381,2.4761904762,1.1791845447,0.6958523739,1.4259499757,0.7003400535,1.6005951274,Auditory,0.4578833693,4.2380952381
697,rung,Mixed,0.7419354839,2.8695652174,0,1.6956521739,0.0869565217,2.0434782609,1.8902704911,0,1.8199596052,0.2881040655,1.6090160988,Auditory,0.4285714286,2.8695652174
698,rush,Noun,1,2.3529411765,0.4117647059,1.6470588235,0.5882352941,3.7647058824,1.2718675477,0.8702602721,1.6934128436,1.0641207362,1.200490096,Visual,0.3825503356,3.7647058824
699,rust,Mixed,0.935483871,0.724137931,0.0689655172,2.5517241379,1.4827586207,4.3793103448,1.3335385721,0.2578807148,1.6165705962,1.744802274,0.6768515929,Visual,0.468164794,4.3793103448
700,rustling,Adjective,1,4.6666666667,0.2,2.5238095238,0.55,3.0476190476,0.5773502692,0.5231483638,1.7210185246,1.0500626548,1.4309504001,Auditory,0.4065005417,4.6666666667
701,rusty,Adjective,1,1.1428571429,0.6666666667,3,1.5714285714,4.2857142857,1.3522468076,1.3165611772,1.2649110641,1.6903085095,0.9023778113,Visual,0.3392857143,4.2857142857
702,rye,Mixed,0.6129032258,0.7368421053,3.2105263158,1.7368421053,2.3684210526,3.1052631579,1.4079972089,1.8731716232,1.4469164632,1.8321367706,1.4100723717,Gustatory,0.2216981132,3.2105263158
703,safety,Noun,1,2.1176470588,0.0588235294,2.5882352941,0.2941176471,3.5294117647,1.691240408,0.242535625,1.7341721198,0.4696682183,1.3284223283,Visual,0.404109589,3.5294117647
704,salty,Adjective,1,0.0476190476,4.8095238095,0.6666666667,1.7142857143,1.8571428571,0.2182178902,0.6796357568,1.1105554166,1.10194633,1.3522468076,Gustatory,0.5235602094,4.8095238095
705,sandal,Mixed,0.9677419355,1.5,0.0333333333,4.0666666667,0.4666666667,4.1333333333,1.5920058915,0.1825741858,1.2298957997,1.07425462,1.2242755306,Visual,0.4019607843,4.1333333333
706,satisfaction,Noun,1,3.1764705882,2.2941176471,2.5882352941,1.6470588235,3.7058823529,1.7405205442,1.8962036376,1.7341721198,1.6179144164,1.6110829387,Visual,0.1535087719,3.7058823529
707,sauce,Noun,1,1.0588235294,4.7647058824,1.4117647059,3.7058823529,3.5882352941,1.3906198364,0.5622957145,1.0036697371,0.9851843661,1.0036697371,Gustatory,0.2550607287,4.7647058824
708,savoury,Adjective,1,0.1904761905,5,0.3333333333,3.5238095238,2.6666666667,0.5117663157,0,0.7958224258,1.2090925365,1.6227548593,Gustatory,0.4105691057,5
709,scaly,Adjective,1,0.1428571429,1,4.4285714286,0.0952380952,4.3333333333,0.3585685828,1.5491933385,1.1212238212,0.3007926038,0.8563488386,Haptic,0.4333333333,4.4285714286
710,scarce,Mixed,0.9032258065,1.25,0.2142857143,0.75,0.1071428571,2.8214285714,1.6914819275,0.6862211531,1.4043582955,0.4162696521,1.886670032,Visual,0.5277777778,2.8214285714
711,scarf,Mixed,1,0.2903225806,0,4.2580645161,0.6451612903,4.4838709677,0.8243602929,0,1.0317539091,0.8774351675,0.8112117579,Visual,0.4633333333,4.4838709677
712,scarlet,Mixed,0.935483871,0.3793103448,0,0.4482758621,0.0344827586,4.3793103448,1.1152768107,0,1.0551305571,0.1856953382,1.082780584,Visual,0.8355263158,4.3793103448
713,scented,Adjective,1,0.0476190476,2.3333333333,0.0952380952,4.7619047619,1,0.2182178902,1.6832508231,0.4364357805,0.5389584311,1.1401754251,Olfactory,0.5722543353,4.7619047619
714,scentless,Adjective,1,0.1904761905,2.380952381,0.1904761905,4.4285714286,1,0.5117663157,1.5961262631,0.5117663157,1.3989792197,1.6124515497,Olfactory,0.5174418605,4.4285714286
715,scheme,Mixed,0.9677419355,2.4666666667,0,0.3333333333,0,2.5666666667,1.7366899418,0,0.9942362632,0,1.5241353305,Visual,0.4782608696,2.5666666667
716,school,Noun,1,3.1764705882,0.5294117647,1.3529411765,1.3529411765,4.4705882353,1.2366938848,0.8744746322,1.3200935796,1.0571882797,0.6242642728,Visual,0.3621621622,4.4705882353
717,scorn,Mixed,0.8387096774,2.4230769231,0,0.9230769231,0.1153846154,2.9230769231,1.9426389664,0,1.6229128608,0.4314554973,1.6229128608,Visual,0.4578313253,2.9230769231
718,scratchy,Adjective,1,3.2857142857,0.0476190476,4.1428571429,0.0952380952,2.8571428571,1.901127485,0.2182178902,1.2761549391,0.4364357805,1.5259657364,Haptic,0.3926940639,4.1428571429
719,scrawny,Adjective,1,0.6666666667,0.2857142857,2.5714285714,0.2857142857,4.7619047619,1.3540064008,0.9023778113,1.5675276256,0.9023778113,0.5389584311,Visual,0.5222222222,4.7619047619
720,screaming,Adjective,1,4.9523809524,0.0476190476,0.1428571429,0.0476190476,2.8095238095,0.2182178902,0.2182178902,0.3585685828,0.2182178902,1.470341716,Auditory,0.6130952381,4.9523809524
721,screeching,Adjective,1,4.9523809524,0.0952380952,0.3333333333,0.2380952381,2.3333333333,0.2182178902,0.4364357805,0.8563488386,0.7003400535,1.5599145276,Auditory,0.6107784431,4.9523809524
